id	tweet	candidato	marcador	classe
twe981837951553409026	O Lula todo mundo tá querendo prender mas ninguém pensa em prender o Temer que roubou o Brasil da Dilma???	temer	alysson	Rejeição
twe978018635288588288	É o fim da linha, ou acabamos com o STF, ou o STF acaba com o Brasil! Os ministrecos fazem questão de andar na contramão da justiça. https://t.co/g13IkRsdKy	lula	alysson	Rejeição
twe978209833550778368	#CancelaNetflix @NetflixBrasil https://t.co/vRwcwCFjls	lula	alysson	Aprovação
twe984564261576986624	gente por favor dá fav aqui quem NÃO apoia o bolsonaro preciso testar uma coisa pq não é possível https://t.co/JX7z9nlnKx	bolsonaro	alysson	Rejeição
twe978027433151655937	O STF deixou Bolsonaro mais próximo da presidência | no @sensoinc: https://t.co/YwkvKrG3N2 https://t.co/aICxydLuSJ	bolsonaro	alysson	Aprovação
twe978002214210940928	"Liberdade religiosa" igual a de Lenin e sua perseguição à Igreja Ortodoxa. "Combate às ditaduras" que não fossem comunistas, estas vocês apoiam. "Defesa dos trabalhadores" vivendo às custas deles por meio de sindicatos.  Parabéns PCdoB, que seja seu último ano de vida. https://t.co/C74LrkaQkf	manuela	alysson	Rejeição
twe982731845023432704	@leilabvieira @MidiaNINJA Kkk a  e o Pt o psdb Temer não Aécio nao	temer	alysson	Rejeição
twe977933087886716928	Lula Inácio Lula da Silva   ... não há candidato na política brasileira para 2018  ... sério ? https://t.co/SzvYX1bUGD	ciro	alysson	Aprovação
twe982765695095238656	Em entrevista ao #ShowDaNotícia, o diretor do Instituto Datafolha afirmou que a pesquisa mais recente do Instituto… https://t.co/3h0Mo5O7lS	marina	alysson	Aprovação
twe982260370692648966	Paulo Preto, o bode expiatório ligado ao PSDB q tacaram na fogueira pra falarem "tão venu? nóis prende psdbista tumem!" E vem o jornaleco falar em água no chopp tucano. Ora, faça-me um favor! https://t.co/fhRZXJjFJO	alckmin	alysson	Rejeição
twe977537862857093120	@manudeputada O país fudido e você em contagem regressiva pra copa, os comunistas querem insistir nesta merda pra iludir o povo!	manuela	alysson	Rejeição
twe982211646348120065	@silva_marina Duende fala?	marina	alysson	Rejeição
twe983724344743530498	Sou a favor da prisão em 2ª instância com o fim do foro privilegiado. Temer, Aécio, Renan e todos os que estão escondidos atrás do foro também precisam ser punidos. #ForumDaLiberdade https://t.co/HIiNCf267o	marina	alysson	Aprovação
twe977707438391681025	A pergunta é séria, @manudeputada: quer me pagar logo o que ficou devendo no processo que a senhora moveu contra mim e perdeu, ou devo me dar ao trabalho de pedir cumprimento de sentença? Qualquer coisa, manda um DM ?	manuela	alysson	Rejeição
twe978025536067915776	O STF deixou Bolsonaro mais próximo da presidência e tb deixou uma vontade gigantesca de votar em senadores dispostos a fazer uma limpa no STF. https://t.co/P9pJv9PqfQ	bolsonaro	alysson	Aprovação
twe978031150710034434	COMUNISTA FALANDO DE LIBERDADE: A MESMA COISA QUE O GOLEIRO BRUNO FALAR DE RESPEITO AS MULHERES. https://t.co/iqiLJLVOT7	manuela	alysson	Rejeição
twe984565433746337792	Será que o precedente Alckmin vai colar? https://t.co/tjnJd19vpp	alckmin	alysson	Aprovação
twe981771020783771649	El primer gobierno del mundo en reconocer a @MichelTemer fue el de @mauriciomacri, ¿ustedes leyeron algún comunicado de @JorgeFaurie sobre la amenaza vertida por el Ejército el día de ayer? La impunidad no convive sin complicidad. Y el gobierno argentino es cómplice.	temer	alysson	Não sei
twe984822618489610241	Promotor do caso de Alckmin foi assessor de ex-secretário do tucano https://t.co/HAQNu6udVd via @UOLNoticias @UOL	alckmin	alysson	Rejeição
twe978036254913843200	@manudeputada Ahhhhh por isso do enxoval em NY!!! ?	manuela	alysson	Neutro
twe984156815637270528	Defesa de Alckmin se diz surpresa com pedido de envio de inquérito Inquérito que estava no Superior Tribunal de Justiça (STJ) apura o suposto recebimento de doações eleitorais ilegais pelo ex-governador de São Paulo #AgoraNewsbr https://t.co/1bFIRurb4z	alckmin	alysson	Rejeição
twe978085267105034241	@manudeputada https://t.co/j2ggGdd0cM	manuela	alysson	Rejeição
twe984196018832072704	twitter, peço perdão pois pequei: tirei foto com o alckmin em porto alegre	alckmin	alysson	Rejeição
twe982042904431616000	Retweeted Marina Silva (@silva_marina):  A prisão de um ex-presidente é um acontecimento triste em qualquer país. N… https://t.co/PxEG2CakDR	marina	alysson	Rejeição
twe977900603153281024	Ciro Gomes: "A juventude brasileira imagina, porque cresceu na redemocratização,  que nós não temos uma vocação dem… https://t.co/LoVVD6kuUU	ciro	alysson	Neutro
twe978066698686386178	o Padilha chamou vcs todos de burros e eu acho é pouco   https://t.co/zV5XbDR9XB	lula	alysson	Neutro
twe981716175691354112	@Jacira1235 Não é só lula não é só temer não é só Aécio	temer	alysson	Rejeição
twe982717342194036737	Quien es el encargado de rr.hh de El Observador? Pinochet? https://t.co/8gWMcCOYX2	temer	alysson	Não sei
twe984962443410640896	- Ainn! Pq vcs não fazem manifestação e não batem panela contra o Alckmin?  PORRA, VOCÊ NÃO SABE FAZER UNS CARTAZES DE CARTOLINA E BATER NUMA PANELA?  FAZ VOCÊ, NÃO ENCHE NOSSO SACO.	alckmin	alysson	Rejeição
twe982245111533678593	&gt;@EstadaoSaoPaulo Alckmin inaugura mais uma estação incompleta https://t.co/LlcDQ0u3fR https://t.co/1iEJkJrvOw	alckmin	alysson	Rejeição
twe984759535943503872	@silva_marina @silva_marina , infelizmente a parcialidade não permiti que ela seja igual pra todos.	marina	alysson	Neutro
twe977565903251423232	@geraldoalckmin @cirogomes @jdoriajr @alvarodias_ @joaoamoedonovo https://t.co/Z8QCvax4vI	ciro	alysson	Neutro
twe978264424233521153	&gt;@EstadaoPolitica Para Ciro Gomes, eleições de 2018 serão 'as mais fraudadas da história' https://t.co/vSoKyQ26pr https://t.co/FcPpy9vWXF	ciro	alysson	Neutro
twe978006966151806976	Patrícia Pillar declara voto em Ciro Gomes e diz que ele nunca foi machista - Revista Fórum https://t.co/OYd0ocu1xW	ciro	alysson	Aprovação
twe977343776933818368	URGENTE: MOVIMENTOS SOCIAIS DECIDEM IR ÀS RUAS PELA LIBERDADE DE LULA https://t.co/DQZpyYVysB	lula	alysson	Aprovação
twe982770891397500929	por favor se vc apoia o bolsonaro me da unfollow pq nao te quero	bolsonaro	alysson	Rejeição
twe978568725124321286	Ciro Gomes elogia STF sobre liminar que impediu prisão de Lula https://t.co/fmvOxmcMbl	ciro	alysson	Neutro
twe978078491395739654	DESDE EL DIFUNTO HASTA MADURO https://t.co/2c0znTs1VA	lula	alysson	Não sei
twe981663386390982656	Será que petistas sabem que torcendo para impunidade de Lula eles também estão torcendo para a de Cunha, Aécio, Jucá, Temer...?  #LulaNaCadeia	temer	alysson	Rejeição
twe981661810821685249	JÁ É PRISÃO NA AUSTRÁLIA!!!! https://t.co/SdrVOyRwiq	lula	alysson	Rejeição
twe978435016760987649	Mais da visita ao Centro Espacial Universitário, em Montpellier: Nesta foto estou segurando um modelo em escala real de um nanosatélite. Tecnologia sensível que está sendo desenvolvida com o apoio de brasileiros. Investir em Ciência e Tecnologia é fundamental! https://t.co/cqg7mT3wqU	ciro	alysson	Neutro
twe978061744516968448	• citações e motivos para ser contra Jair Bolsonaro; a thread •	bolsonaro	alysson	Rejeição
twe982378734446493696	não deixem o bolsonaro ser presidente eu imploro para todos que estão lendo isso	bolsonaro	alysson	Rejeição
twe981750654690619392	El primer gobierno del mundo en reconocer a @MichelTemer fue el de @mauriciomacri, ¿ustedes leyeron algún comunicado de @JorgeFaurie sobre la amenaza vertida por el Ejército el día de ayer? La impunidad no convive sin complicidad. Y el gobierno argentino es cómplice.	temer	alysson	Não sei
twe977655591668801536	@cirogomes A direita, como sempre, foi destroçada por Ciro Gomes. Arrebentou o coitado do lohbauer da rede, q como mero crítico de ocasião, foi provocado a propor e calou, silenciado por Ciro q ofereceu a única alternativa viável à previdência, que tornou-se centro do debate. Parabéns Ciro	ciro	alysson	Rejeição
twe977645131674406912	A pergunta é séria, @manudeputada: quer me pagar logo o que ficou devendo no processo que a senhora moveu contra mim e perdeu, ou devo me dar ao trabalho de pedir cumprimento de sentença? Qualquer coisa, manda um DM ?	manuela	alysson	Rejeição
twe977716724190543873	@BlogdoNoblat Ciro Gomes topa abandonar as urnas eletrônicas? É um sonho de qualquer pessoa que deseja transparência eleitoral!	ciro	alysson	Neutro
twe978116304539389952	URGENTE: Polícia Militar novamente enquadra PT, CUT e MST. A Caravana de LULA é um fiasco! Arruaceiros e Baderneiros não se criam aqui no Paraná!!! https://t.co/0HdlfYjitx	lula	alysson	Rejeição
twe984898338964242434	Se a Marina Silva abrisse um restaurante https://t.co/nes4DVCoxL	marina	alysson	Rejeição
twe982682212704321536	Hoje, não há lado certo ou lado errado. Lula é figura histórica importante. Só que governou com as figuras + arcaicas da política brasileira: Temer, Sarney, Renan... Lula quer mas não é o nosso Mandela. É um criminoso que vai cumprir sua pena. Que venham os próximos. Democracia!	temer	alysson	Rejeição
twe984535389540093952	aquela passada de pano de quem todo dia vocifera sobre a corrupção dos outros mas é incapaz de pautar a seletividad… https://t.co/DfE9sj8rmh	alckmin	alysson	Rejeição
twe982666669960069120	Hoje.  Justamente HOJE.  Me ajuda a gostar de vc, Marina. https://t.co/yX0lqZHzc2	marina	alysson	Aprovação
twe984523805937881094	Procurador que enviou ação de Alckmin para a Justiça Eleitoral é primo de Agripino Maia https://t.co/XfuDkYsk8p https://t.co/EIYGzfKl3l	alckmin	alysson	Neutro
twe984564518658375686	Lava Jato de SP queria Alckmin. Foi tirado por ministra do STJ. Lava Jato quis medidas cautelares contra Aécio, incluindo cassação. Mas senador tem foro privilegiado no STF, que deixou Congresso salvá-lo. Culpar Lava Jato por não atingir Alckmin e Aécio é coisa de militante bocó.	alckmin	alysson	Rejeição
twe985128911657979904	Os 16 presidenciáveis do principal cenário testado pelo próximo Datafolha:  – Boulos – Henrique Meirelles – Alckmin – Joaquim Barbosa – Ciro – Afif – Collor – Manu D'Ávila – Álvaro Dias – Haddad – Flávio Rocha – Amoêdo – Marina – Bolsonaro – Rodrigo Maia – Paulo Rabello	alckmin	alysson	Neutro
twe978626993720823809	Ciro Gomes diz que é uma aberração prender Lula antes do trânsito em julgado! Aberração é deixar criminosos condenados em liberdade como quer o STF! Assim como Alckmin, Ciro Gomes elogia STF por proteger Lula | Renova Mídia https://t.co/7RQ2Nz1Tgr	ciro	alysson	Rejeição
twe977318783743418369	nao e anti lula......e  ANTI CORRUPTOS ....... https://t.co/rN4uU5Yci9	lula	alysson	Neutro
twe982708697796431872	“prendemos lula e agora vamos prender aécio, temer...” https://t.co/WpUxIogsmx	temer	alysson	Rejeição
twe978113506150109185	• citações e motivos para ser contra Jair Bolsonaro; a thread •	bolsonaro	alysson	Rejeição
twe982416805527506944	Quanto mais o Lula tenta mandar na justiça, quanto mais a mídia diz que a tentativa de homicidio no sindicato foi acidente e etc, mais o Bolsonaro ganha voto  hoje teve VARIAS pessoas me chamando pra falar que nao iam, mas decidiram votar no Bolsonaro, pq só ele mudaria isso	bolsonaro	alysson	Aprovação
twe978076328900661249	O STF criou um MONSTRO!  Criaram o tal "PRINCÍPIO LULA" e vão pedir a liberdade de TODOS os presos situação semelhante à de LULA.  Se LULA pode, por que os demais bandidos não podem?  Parabéns STF, bando de CANALHAS! https://t.co/PRLsYNEXqg	lula	alysson	Rejeição
twe978192833541820417	Hahahahahaha https://t.co/WM11bUdrt7	lula	alysson	Aprovação
twe984581450770022400	Bolsonaro em Roraima: recepção, situação da Venezuela, Sergio Moro, Militares nos Ministérios, fakenews, misogino, Comandante do Exército, a esquerda e o controle da mídia, coligações, extrema direita, Plano de Governo e coração verde e amarelo. https://t.co/zzPPyQ5qIE	bolsonaro	alysson	Neutro
twe980911900492992512	pra namorar comigo tem que entender que tem dias que eu sou o lula molusco e tem dias que eu sou o bob esponja https://t.co/QNmN8W4fUM	lula	alysson	Neutro
twe977643709394227201	@JoelAlexandreM @Amorim_Qrv @ramir_lima Essa é minha escolha Ciro Gomes só a melhor opção!!! https://t.co/P2TNSy4tZf	ciro	alysson	Aprovação
twe982801308720812032	( X ) Dilma não sofrera Impeachment ( X ) Trump não será eleito Presidente ( X ) Lula não será Preso (    )  Bolsonaro não será eleito Presidente	bolsonaro	alysson	Aprovação
twe983136944698920960	No dia em que Lula estava se entregando para a polícia, Marina Silva estava lançando sua candidatura a presidência.  É de uma sensibilidade atroz.	marina	alysson	Rejeição
twe978415334330834944	Ciro Gomes elogia STF sobre liminar que impediu prisão de Lula https://t.co/fmvOxmcMbl	ciro	alysson	Neutro
twe982419731864018944	3 – Misógeno (desprezo pelo gênero feminino): https://t.co/jleD3R0YYz	bolsonaro	alysson	Rejeição
twe978235935606427648	Lula não consegue fugir dos gritos de ladrão vindos da multidão em São Miguel do Oeste (SC) https://t.co/OtU9yXddP7 https://t.co/C93JsQ9SG5	lula	alysson	Rejeição
twe984748367514390530	Alckmin escapou da lava jato e eu não vi um militar chiar	alckmin	alysson	Rejeição
twe982200271919968256	@silva_marina @jullicavalcanti Pena que não e aplicada pra todos ne Marininha https://t.co/njy2jJr9Wb	marina	alysson	Neutro
twe977491229259784192	@G_Mutant @manudeputada Esse: https://t.co/bgCDr3vpBA	manuela	alysson	Neutro
twe978039847377043456	@manudeputada @PCdoB_Oficial Vc quando está de Férias vc viaja para algum País comunista . Já vi matéria sua nos EU… https://t.co/PRl4l7MM26	manuela	alysson	Rejeição
twe984604936653565952	As brechas na lei facilitam esse tipo de escada em menos de 24 horas que ele perdeu o foro privilegiado no país https://t.co/JKTGx9Qufk	alckmin	alysson	Rejeição
twe982089192132915200	@silva_marina Apareceu pode sumir denovo não faz falta nenhuma	marina	alysson	Rejeição
twe978002155520045056	@manudeputada @PCdoB_Oficial Combate as ditaduras? HUAHAUHAUHAUHAUHAU	manuela	alysson	Rejeição
twe978311135563743232	POR ESSA CIRO GOMES NÃO ESPERAVA!!! CAPITÃO WAGNER ESTÁ COM JAIR BOLSONA... https://t.co/iv5qjh7eg8 via @YouTube	ciro	alysson	Rejeição
twe978361373532016641	Há alguns meses, o Partido Comunista da China declarou oficialmente apoio à candidatura de Ciro Gomes  Esse mesmo partido dessa notícia aqui: https://t.co/cPPWgBVs4T	ciro	alysson	Rejeição
twe978019033009262598	Fechado com Bolsonaro. O inimigo é a esquerda podre. Comunistas imundos não prestam! https://t.co/uUQMAbIaeT	bolsonaro	alysson	Aprovação
twe984796688522141697	Alckmin prestou depoimento sigiloso ao STJ. Não teve escolta, a equipe da Globo não madrugou pra fazer a cobertura. Na verdade, Alckmin sequer saiu de casa, o depoimento foi por escrito. Ser tucano é deitar eternamente em berço esplêndido	alckmin	alysson	Rejeição
twe977601955706163202	@manudeputada Não podemos esquecer https://t.co/uNpomilUfP	manuela	alysson	Aprovação
twe985002831672500224	Vários companheiros do PT, inclusive eu, foram acusados de receber dinheiro para campanhas, sem que qualquer reciprocidade tenha sido relatada. O mesmo MPF que nos acusa dos piores crimes, vem a público defender Alckmin. Só tem uma explicação: alinhamento ideológico!	alckmin	alysson	Rejeição
twe981668136436076544	gente, o Lula tirou o país do maior índice de pobreza, deu oportunidade a quem nunca cogitou a hipótese de ter um n… https://t.co/cCoCVyenDc	lula	alysson	Aprovação
twe984545357479731201	Procurador que salvou Alckmin é primo do senador Agripino Maia, velho aliado do tucano https://t.co/TksJlVltlI	alckmin	alysson	Neutro
twe984833841180413952	Depois de livrarem a cara do Alckmin na maior CARA DURA tirando ele da Lava Jato, vamos parar de uma vez por todas com esse papinho de “ai, só não prendem tucano porque eles têm foro”. Alckmin não tem mais. Essa história de “A Lei é para todos” é a maior mentira do Brasil recente	alckmin	alysson	Rejeição
twe982696052078899200	Uma pergunta você vai apoiar BOLSONARO PRA PRESIDENTE? SO PRA SABER?	bolsonaro	alysson	Neutro
twe977318071722442752	@jangodurango "Se eu soubesse que tu queria não tinha gastado tanto dinheiro com camisinha e pílula do dia seguinte… https://t.co/F38lsyFVc2	lula	alysson	Não sei
twe978104151359008769	Retweeted Florisvaldo Raimundo (@Florisrs):  Só Lula é capaz disso https://t.co/qCRzIRYc2A https://t.co/livye1CuMy	lula	alysson	Não sei
twe984802485360582656	Ao invés dos petistas estarem buscando livrar Lula da cadeia, deveriam estar protestando pela decisão da PGR de remeter o caso de Alckmin para o TSE, ao invés da justiça comum, o que na prática o livra. A mesma decisão livrará Haddad. Em busca da impunidade, ladrões se unem.	alckmin	alysson	Rejeição
twe977572021361168389	@CshmKnCaioHen @Peaotrabalhador @MiguelAMSA61 @manudeputada O problema, Caio, é q a complexidade da realidade nos i… https://t.co/ns1uFYBmkg	manuela	alysson	Neutro
twe977558211447443457	A pergunta é séria, @manudeputada: quer me pagar logo o que ficou devendo no processo que a senhora moveu contra mim e perdeu, ou devo me dar ao trabalho de pedir cumprimento de sentença? Qualquer coisa, manda um DM ?	manuela	alysson	Rejeição
twe977347407011897345	DISPARADO!!! 90%... https://t.co/f5G9063duC	bolsonaro	alysson	Aprovação
twe984494027956543488	O que acontece agora que o inquérito de Alckmin vai para a 1ª instância? https://t.co/W6n9FLV2hx via @buzzfeed	alckmin	alysson	Neutro
twe981677295676084224	- "aécio é flagrado pedindo grana a empresário"  - lalalala - "assessor de temer é pego com mala de dinheiro" - lalalala - "alckmin usou cunhado para receber 10 milhões" - lalalala - "lula pode ser beneficiado com habeas corpus" - vou pra rua AGORA, não tenho bandido de estimação	temer	alysson	Rejeição
twe978200570740822017	Se a bunda de algum ministro sentar sobre o processo do Lula e pedir "vista", a Lava Jato estará em xeque!  Às ruas em 03/04!	lula	alysson	Rejeição
twe982682347484180482	Hoje, não há lado certo ou lado errado. Lula é figura histórica importante. Só que governou com as figuras + arcaicas da política brasileira: Temer, Sarney, Renan... Lula quer mas não é o nosso Mandela. É um criminoso que vai cumprir sua pena. Que venham os próximos. Democracia!	temer	alysson	Rejeição
twe981706160674926592	na vida eu so o jânio quadros https://t.co/vtdPQDssmz	temer	dalai	Rejeição
twe977908044490305536	@manudeputada @renatadmaia @belacarvalhaes	manuela	dalai	Neutro
twe977310878096912387	A REDE GLOBO NÃO DÁ UMA NOTINHA SE QUER SOBRE A "CARAVANA DO TERROR" QUE O LULA LADRÃO TENTOU FAZER E FOI EXPULSO D… https://t.co/hXQ9HfDh5V	lula	dalai	Rejeição
twe982471296905809921	Confirmado! Joice Hasselmann está com Jair Bolsonaro. Filiou-se ao PSL e será candidata a Senadora por São Paulo.	bolsonaro	dalai	Aprovação
twe977334895528701952	JÁ É O CASO DE PRENDER LULA EM SÃO LEOPOLDO E MANDAR À MERDA @STF_oficial https://t.co/A3iTCCAd9E	lula	dalai	Rejeição
twe978110038182154246	3 - Oxente ...? Lula passa mais vergonha na caravana pelo nordeste.  Nem militantes quiseram acompanhar caravana… https://t.co/hGlJpWkYYk	lula	dalai	Rejeição
twe983472131836137473	Marina Silva com mais uma belíssima sacada politica. Apenas os gênios com 240 QI podem fazê-lo. https://t.co/mDJlMVFcaj	marina	dalai	Rejeição
twe985011933152718853	A Lava-Jato inventou até um triplex pro Lula só para tirá-lo da corrida eleitoral. Já o Alckmin que está lá na planilha de propinas da Odebrecht  (codinome "santo") não vai ser alvo da Lava-Jato agora que está sem foro privilegiado. É que o Alckmin é o candidato do Dallagnol.	alckmin	dalai	Rejeição
twe980950803077894144	#FrenteContraOFascismo #BoicoteSky https://t.co/um3xktvxew	temer	dalai	Rejeição
twe980976201178210304	Não tive o que TEMER depois desse desejo https://t.co/QXJR9AHUyq	temer	dalai	Rejeição
twe977350747007397888	El Tribunal Supremo de Brasil aplaza decisión sobre Lula da Silva y el expresidente evita entrar en prisión por el… https://t.co/yEgXRWq8ku	lula	dalai	Não sei
twe983594125164535808	Una encuesta informal en Brasil arroja que sin Lula  Jair Bolsonaro, el Trump brasileño, tendría una votación cercana 26%, Marina Silva 15%, Ciro Gomes 10% e Geraldo Alckmin 9%. Aquí escribí sobre ese candidato https://t.co/nbjfkuajYr	marina	dalai	Não sei
twe981663118085492736	Será que as feministas de esquerda vão sair em defesa de Rosa diante do "menterruption" com o voto de uma mulher? Não. Porque ela está negando o HC de Lula. Aquele que cobrou se ela tinha ou não grelo duro.	lula	dalai	Rejeição
twe984583089132367873	É um escândalo: o fascista que provocou Manuela é um policial civil! A infiltração fascista nas forças de segurança é temerária! https://t.co/K8Clqyfk43	temer	dalai	Neutro
twe982765861655252993	Gente. Vocês trabalham com a contravenção,usam drogas,comem viado e estão apoiando o Bolsonaro?? Que? Rs	bolsonaro	dalai	Neutro
twe982698781190905859	Ela e boca aberta https://t.co/m6W9IniXVO	temer	dalai	Rejeição
twe984490506414690306	orgulho de dizer que esse restaurante é de Juazeiro - BA ❤ https://t.co/ti9bYwPX01	marina	dalai	Rejeição
twe978020772949225472	Hoje o @PCdoB_Oficial completa 96 anos. São 96 anos ao lado das principais lutas do povo de nosso país. Liberdade religiosa, combate às ditaduras, direitos sociais, defesa dos trabalhadores e da CLT. São 96 anos de resistência e conquistas.  https://t.co/9KAByJvVwP https://t.co/3Oz1TWkabm	manuela	dalai	Aprovação
twe981121932031602688	@Estadao @MichelTemer A defesa do Estado de Direito e a aplicação da letra da lei também significa manter a decisão… https://t.co/DxFcSr0JgR	temer	dalai	Rejeição
twe984750647332495360	@silva_marina Deveria ser igual, mas sabemos que não!	marina	dalai	Neutro
twe984602984691699712	@protectmaluma Marina Silva #PremiosMTVMiaw #MTVBRFEATCORAZON	marina	romulo	Neutro
twe977724975103832064	@manudeputada Não podemos esquecer https://t.co/uNpomilUfP	manuela	romulo	Aprovação
twe983496359541080064	Marina Silva es ovacionada cuando dice: soy a favor de la prisión en segunda instancia, pero también del fin del fo… https://t.co/hKeF8eaqbd	marina	romulo	Não sei
twe977965998258180097	Pronto, adicionei à lista de lembretes: pesquisar mais sobre a @manudeputada.	manuela	romulo	Aprovação
twe984223509516873733	O Alckmin é o Real Madrid da política brasileira: na hora que vale mesmo, a arbitragem é uma mãe	alckmin	romulo	Rejeição
twe982740486694887430	Fazem escutas telefônicas ilegais de Dilma, Lula e sua família, mas quando é pra quebrar o sigilo do Temer, dizem que é exagero.  #JamaisAprisionarãoNossosSonhos #EuSouLula	temer	romulo	Rejeição
twe984771077397245952	Com relação ao caso do ex-governador Geraldo Alckmin, entendo ser um direito da população ter pleno acesso aos documentos e, em especial, ao conteúdo das colaborações, até para que possamos nos manifestar. A atuação de pessoas públicas não pode ser sigilosa. Abaixo o sigilo!	alckmin	romulo	Rejeição
twe977342299200831488	Passo Fundo enxota  Lula que desiste  de evento na cidade, fica a dica para as próximas cidades, já sabem como se livrar da caravana da vergonha do Lula.	lula	romulo	Rejeição
twe984827585078185984	Se a Marina Silva abrisse um restaurante https://t.co/nes4DVCoxL	marina	romulo	Rejeição
twe977704225034637312	@manudeputada Linda.	manuela	romulo	Aprovação
twe984983472203845632	O robô do Alckmin no Facebook é muito real https://t.co/yjO3Fp529l	alckmin	romulo	Rejeição
twe982022349305282561	@geraldoalckmin Verdade, verdade... e quando o psdb vai entregar o aécio?	alckmin	romulo	Rejeição
twe981839199585341440	Iniciar a rotina às 3h é temer o “banzo” após almoço. ?	temer	romulo	Rejeição
twe982756394305716225	Jair Bolsonaro comemora a prisão de Lula no Twitter. Deputado deve herdar a primeira colocação nas pesquisas de intenção de voto → https://t.co/HHrqNvrhxo https://t.co/Eb4jpeETiR	bolsonaro	romulo	Aprovação
twe978071229851668480	COMUNISTA FALANDO DE LIBERDADE: A MESMA COISA QUE O GOLEIRO BRUNO FALAR DE RESPEITO AS MULHERES. https://t.co/iqiLJLVOT7	manuela	romulo	Rejeição
twe978206582604468224	6. Bolsonaro é misógino (aversão ao sexo feminino), onde varias vezes ofendeu mulheres apenas por serem mulheres.	bolsonaro	romulo	Rejeição
twe978082062493192192	COMUNISTA FALANDO DE LIBERDADE: A MESMA COISA QUE O GOLEIRO BRUNO FALAR DE RESPEITO AS MULHERES. https://t.co/iqiLJLVOT7	manuela	romulo	Rejeição
twe977980884715560960	Cirão da massa !  Mais união... menos cizânia !  Todos somos ?? ! https://t.co/FpK4YjG9rU	ciro	romulo	Neutro
twe978446921844084742	triste e preocupada manuela é o libfem em forma de figura política simplesmente não é confiável mas as outras opçõe… https://t.co/XOVDqMp50e	ciro	romulo	Aprovação
twe978223620295184384	https://t.co/Zyn3v3YY5r via @nexojornal	ciro	romulo	Neutro
twe978195954296934400	antes de td.. sou gaúcho.. e falo com propriedade.. esses fascistas d bombacha estão envergonhando o Rio Grande do Sul.. seguidores d Bolsonaro.. eleitores da Véia Ana Amélia Lemos.. manifestoches da RBS.. o q fizeram com a Caravana d Lula é antidemocrático e criminoso.. https://t.co/skFCxv138Q	bolsonaro	raul	Rejeição
twe978349125052837889	NEXO Politiquês 26 - Pré-candidatos: Ciro Gomes  https://t.co/mLa9cqljmc #podcast	ciro	raul	Neutro
twe982422449362030592	uma dica pra quem vai ficar sem candidato se o lula for preso e não é bolsominion:   voto branco/nulo não vai prejudicar o bolsonaro  pesquisa qual o segundo candidato mais forte e vota nele   nem que seja SEILA a marina   ate uma planta no poder é melhor que um bolsonaro ✨	bolsonaro	raul	Rejeição
twe982254291556622336	Urnas fraudadas...ninguém votou em Aécio e ele teve 50 milhões de votos. https://t.co/od5QBi0ltu	marina	raul	Neutro
twe984851406480969728	Se a Marina Silva abrisse um restaurante https://t.co/nes4DVCoxL	marina	raul	Rejeição
twe984524329370218497	Lava Jato de SP queria Alckmin. Foi tirado por ministra do STJ. Lava Jato quis medidas cautelares contra Aécio, incluindo cassação. Mas senador tem foro privilegiado no STF, que deixou Congresso salvá-lo. Culpar Lava Jato por não atingir Alckmin e Aécio é coisa de militante bocó.	alckmin	raul	Rejeição
twe984219554829275136	Ei @deltanmd !! Porque vc não fez nenhum esforço para que o processo de Alckmin fosse para Curitiba, tal qual fez tanto no do Lula, já que ele é inerente a lavajato? Não vai jejuar por isso?	alckmin	raul	Rejeição
twe984728552753979392	@silva_marina  https://t.co/U2za0VGQf8	marina	raul	Neutro
twe984943818540711936	@silva_marina A senhora pretende administrar o país usando a filosofia do amor? Sinto lhe informar, mas estamos pre… https://t.co/3S2Nz5dOei	marina	raul	Rejeição
twe984520227949109249	@aosfatos @silva_marina #lulalivre https://t.co/Wue5FmIudX	marina	raul	Neutro
twe984551066002968576	Daq pra amanhã ela já mudou de ideia sobre o q apoiar https://t.co/937PMF8ov3	marina	raul	Rejeição
twe982231953486184449	Para esse candidato, bater em homossexuais está liberado!!! Mostra o lado facista desse pulha!!! https://t.co/YIyb5URkmi	alckmin	raul	Rejeição
twe977556154871107586	@manudeputada @PCdoB_Oficial ???????????????????	manuela	raul	Neutro
twe977336698311917568	Escoltado e corrido do Rio Grande do Sul !!! Isso não tem preço ! Que Santa Catarina faça sua parte a exemplo dos gaúchos !!!! Fora lula ! https://t.co/OQrA1BAkWu	lula	raul	Rejeição
twe984423033451569152	Marina Bissexto Silva deixa cair sua máscara comunista. Não dá para ficar mentindo a vida toda, uma hora a verdade aparece. https://t.co/IMJzmEf9CB	marina	raul	Rejeição
twe984776130606587904	@silva_marina Você faz jejum, retiro, isolamento social durante 4 anos, a justiça tem que investigar como você sabe… https://t.co/2Wb0zep3kT	marina	raul	Rejeição
twe982726683114573824	Nossa vai se ferrar Marina Silva planta acreana inútil https://t.co/snHRerdjfP	marina	raul	Rejeição
twe978621015268954113	Ciro Gomes elogiou a atuação do STF no caso do habeas corpus do condenado Lula e classificou a prisão em segunda instância como "uma aberração do direito no #Brasil".   https://t.co/x2ut7WjqEn	ciro	raul	Neutro
twe977946203064295424	@jornaldarecord @g1rs @sbtjornalismo @JornalismoRecor @diariopopularRS @diario_gaucho @BgRs @sbtrs @rbsnoticias… https://t.co/e95wIbFLep	manuela	raul	Neutro
